longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity_INLAND,ocean_proximity_ISLAND,ocean_proximity_NEAR BAY,ocean_proximity_NEAR OCEAN,rooms_per_hh,bed_per_room,pop_per_hh,log_income,log_rooms,income_sq,income_per_room,age_income,dist_coast,is_north
-1.1237376935250247,0.8984930082883772,-1.614940668498686,2.1984846424163775,1.8656245269888734,1.205752330844133,1.8439457563986066,1.3208948340605349,1.4039951787949907,-0.014899947527443851,-0.349997330539015,-0.3798158428771869,0.21290896114068025,-0.5136222180981548,-0.4942294190171415,1.2439507498789828,1.365372152823425,1.2919305588466057,-0.18283594262150077,-0.8515801159954088,-0.021346997666173317,1.287030124309646
0.6170655726450475,-0.8534731318945499,-0.46428442052355523,1.018975423084699,0.6639565354438166,0.2931840525227535,0.7642196045025202,1.875128571704885,-0.7122531580616052,-0.014899947527443851,-0.349997330539015,-0.3798158428771869,0.18142694970330064,-0.6003260681538174,-0.5126160162296706,1.6072056697533894,0.8656871298574796,2.0923690220386026,-0.09213783537876848,0.8415114155199661,-0.3423451958505839,-0.7769825904707498
-1.6424870908937514,1.5238667486161406,-1.2861817405057916,0.2896828307526636,0.6489356855495034,-0.779675659914956,0.14646583600475926,-1.5444542037945832,1.4039951787949907,-0.014899947527443851,-0.349997330539015,-0.3798158428771869,0.09376976381198371,0.3225210376759597,-1.200530251993663,-1.9279047032826686,0.4475752156181436,-1.1110299808401063,-0.2673583857111249,-1.4858086884178938,1.3140055067809646,1.287030124309646
-1.1935693431708156,0.7697395911620724,-0.29990495652710797,0.41220398626444554,2.676750421281787,2.2276102233357373,2.5745067347959587,-0.0205705421553244,-0.7122531580616052,-0.014899947527443851,-0.349997330539015,-0.3798158428771869,-1.0724141926630735,2.825575335131342,-0.24771070888950303,0.13636906549018338,0.5263312178393921,-0.19508752905951296,-0.16403647019579953,-0.19152167060743835,0.15841199331709735,1.287030124309646
0.7317889970631271,-0.7615064053757598,-0.13552549253066073,1.729792603077656,2.476472422690944,2.488083803774774,2.547647875296056,-0.057606981923105635,-0.7122531580616052,-0.014899947527443851,-0.349997330539015,-0.3798158428771869,-0.3996438754451208,0.398271987657239,-0.07837768680919145,0.09944515816604901,1.185926530726717,-0.22710087226428843,-0.22629260425068892,-0.09272645232675641,-0.047026853520939306,-0.7769825904707498
-1.348196567386489,0.8525096450289822,1.8370280754267063,-1.533548650077425,-1.3989068500418642,-1.5173805555639752,-1.3683738397897502,-0.41111150776632893,-0.7122531580616052,-0.014899947527443851,-0.349997330539015,2.6328548920571198,-0.8159348426336855,1.3553799048856454,-0.7278074964602705,-0.27687488462534254,-1.9263000096537108,-0.508211405546295,0.38988574750630567,0.9190221430023384,0.5564497590657512,1.287030124309646
0.3427269490365784,-0.6051629702938206,-1.0396125445111206,1.1658063316742153,0.8592275840698883,2.3150419146719172,1.2745379350006705,0.08349079793847812,-0.7122531580616052,-0.014899947527443851,-0.349997330539015,-0.3798158428771869,-0.08592249188735725,-0.5395993364577704,0.7938230269093842,0.237836126127125,0.9375806617514927,-0.10253930646331244,-0.19924983403033777,-0.7098641063528467,-1.0485412318563019,-0.7769825904707498
0.21802757466909506,-0.7017280331385491,-0.8752330805146734,0.30815824309174183,0.03808778984743286,1.4334390270321018,1.9460094224982367,-1.3080705089334284,-0.7122531580616052,-0.014899947527443851,-0.349997330539015,2.6328548920571198,-0.945179516657775,-0.558276562048112,-0.39663950485563865,-1.504168765152385,0.45971493634872473,-1.0228480880515336,-0.25059881302274367,-1.252455030168891,-1.3695394300407124,-0.7769825904707498
-1.108773768600926,0.40187268508691865,0.3576128994586811,1.726875432708328,1.5301588793492118,0.9288853082795626,1.5914724770995219,0.5103081271279993,-0.7122531580616052,-0.014899947527443851,-0.349997330539015,-0.3798158428771869,0.08293226792864246,-0.41642589923098655,-0.5449286301603306,0.6226054520723239,1.1847407528299787,0.3171839915812992,-0.20037497076190638,0.7687606741615789,-0.059866781448304054,-0.7769825904707498
0.8415244465065118,-0.8626698045464268,-0.5464741525217789,0.7719883318149163,1.1296028821675261,0.963493686100134,1.0650388309014298,-0.24755693140375842,-0.7122531580616052,-0.014899947527443851,-0.349997330539015,-0.3798158428771869,-0.23277293261791074,0.20419823365768347,-0.14504384548280205,-0.09711198293704432,0.7365318409218622,-0.3836529843519173,-0.20011058844122723,-0.5122191392778671,0.2354515608813406,-0.7769825904707498
